age,job,marital,education,default,balance,housing,loan,duration
39,blue-collar,married,secondary,no,43,no,no,354
47,admin.,married,secondary,no,175,yes,no,236
30,management,single,tertiary,no,872,yes,no,61
42,blue-collar,married,secondary,no,680,yes,no,306
38,management,married,secondary,no,10357,no,no,103
51,services,married,secondary,no,5885,yes,no,172
29,services,married,secondary,no,363,yes,no,164
30,technician,single,secondary,yes,28,yes,no,778
46,blue-collar,married,primary,no,4602,yes,no,39
48,blue-collar,married,secondary,no,1159,yes,yes,1181
31,management,single,tertiary,no,177,yes,no,124
35,management,single,tertiary,no,3000,yes,no,162
43,blue-collar,married,primary,no,232,no,yes,45
27,blue-collar,married,primary,no,500,yes,no,16
32,services,married,secondary,no,-538,no,yes,233
23,admin.,single,secondary,no,738,yes,no,347
43,management,married,tertiary,no,28,yes,no,136
45,blue-collar,single,secondary,no,615,yes,no,133
28,blue-collar,married,secondary,no,8,yes,no,196
60,retired,divorced,secondary,no,496,yes,no,655
35,blue-collar,married,secondary,no,253,yes,no,452
36,self-employed,single,tertiary,no,577,yes,no,33
31,entrepreneur,single,secondary,no,0,yes,no,56
28,technician,married,secondary,no,916,yes,no,191
34,admin.,married,secondary,no,0,yes,no,78
30,services,single,secondary,no,-143,yes,no,85
28,services,married,secondary,no,511,yes,no,274
40,technician,single,secondary,no,398,yes,no,642
24,admin.,married,secondary,no,230,yes,no,73
44,blue-collar,single,primary,no,36,yes,no,551
25,admin.,married,secondary,no,541,yes,no,607
34,blue-collar,divorced,secondary,no,176,yes,no,67
21,blue-collar,married,primary,no,-172,yes,yes,409
29,blue-collar,married,secondary,no,940,yes,yes,382
52,blue-collar,divorced,primary,no,-100,yes,no,7
34,technician,divorced,tertiary,no,1317,yes,no,239
47,blue-collar,divorced,secondary,no,1480,yes,no,144
33,blue-collar,single,primary,no,433,yes,no,54
41,blue-collar,divorced,secondary,no,793,yes,no,123
51,management,married,tertiary,no,0,yes,no,60
42,services,married,secondary,no,466,yes,no,123
34,blue-collar,married,secondary,no,-257,yes,no,160
28,services,single,secondary,no,113,yes,yes,270
56,services,single,secondary,no,-40,yes,no,311
39,blue-collar,married,primary,no,49,yes,no,259
28,technician,single,tertiary,no,558,yes,no,300
27,blue-collar,married,primary,no,1535,yes,no,238
30,services,single,secondary,no,140,yes,no,760
23,blue-collar,single,primary,no,3198,yes,no,224
33,management,single,tertiary,no,7419,yes,no,21
33,technician,single,tertiary,no,849,yes,no,128
57,management,married,tertiary,no,334,yes,no,169
38,services,married,secondary,no,773,yes,no,198
37,blue-collar,married,secondary,no,949,yes,no,302
52,blue-collar,married,secondary,no,1039,yes,yes,146
51,blue-collar,divorced,secondary,no,113,no,no,71
25,blue-collar,single,secondary,no,543,yes,no,302
26,services,married,secondary,no,77,yes,no,619
34,technician,married,secondary,no,580,yes,no,88
35,blue-collar,single,primary,no,85,no,no,213
49,services,divorced,primary,no,400,yes,no,64
32,management,married,tertiary,no,1297,yes,no,250
32,services,married,secondary,no,1398,yes,yes,233
31,admin.,married,secondary,no,122,yes,no,49
39,blue-collar,married,secondary,no,1102,yes,no,124
29,blue-collar,married,secondary,no,368,yes,no,345
28,blue-collar,married,secondary,no,1325,yes,no,242
48,management,married,tertiary,yes,-13,yes,no,20
34,blue-collar,married,secondary,no,2139,yes,no,1452
30,services,single,primary,no,79,yes,no,317
40,technician,married,secondary,no,192,yes,yes,16
38,housemaid,divorced,tertiary,no,4312,no,no,67
60,admin.,divorced,secondary,no,174,yes,no,241
32,management,single,tertiary,no,-252,yes,no,250
42,blue-collar,single,primary,no,156,yes,no,7
57,admin.,divorced,primary,no,179,yes,no,67
34,management,single,tertiary,no,11350,yes,no,153
30,blue-collar,married,primary,no,0,yes,no,432
31,management,single,tertiary,no,291,yes,no,48
35,blue-collar,divorced,secondary,no,286,yes,no,158
33,entrepreneur,married,secondary,no,1996,yes,no,72
30,admin.,single,secondary,no,278,yes,no,148
30,admin.,single,secondary,no,-118,no,no,377
37,blue-collar,divorced,secondary,no,-59,yes,no,169
44,services,married,secondary,no,5781,yes,yes,195
24,admin.,married,secondary,no,-94,yes,no,217
31,self-employed,married,tertiary,no,1194,yes,no,50
34,management,single,tertiary,no,4782,yes,no,160
33,services,divorced,secondary,no,1156,yes,no,612
32,management,single,tertiary,no,336,no,no,64
28,blue-collar,married,secondary,no,4,yes,no,310
37,blue-collar,married,secondary,no,222,yes,no,7
45,admin.,married,secondary,no,215,yes,yes,14
27,management,single,tertiary,no,212,yes,no,373
32,technician,single,tertiary,no,388,yes,no,58
30,blue-collar,married,primary,no,123,yes,no,55
28,technician,single,secondary,no,769,yes,no,153
50,blue-collar,married,primary,no,226,yes,no,98
44,blue-collar,married,primary,no,362,yes,no,180
35,self-employed,married,primary,no,712,yes,no,192
46,self-employed,married,secondary,no,-816,yes,yes,68
24,blue-collar,single,primary,no,145,yes,no,520
31,blue-collar,married,primary,no,290,yes,no,148
38,admin.,single,unknown,no,0,yes,no,64
32,blue-collar,divorced,secondary,no,91,yes,no,119
34,housemaid,divorced,secondary,no,787,yes,no,665
35,blue-collar,married,primary,no,22,yes,no,1190
33,self-employed,married,secondary,no,217,yes,yes,132
32,services,married,secondary,no,15,yes,no,391
35,unemployed,married,tertiary,no,1849,yes,no,111
40,blue-collar,divorced,secondary,no,178,yes,no,188
27,blue-collar,married,secondary,no,484,yes,no,210
43,services,married,secondary,no,-1,yes,no,51
36,technician,single,tertiary,no,391,yes,no,185
22,blue-collar,single,secondary,no,-51,yes,no,859
41,blue-collar,married,primary,no,2067,yes,no,493
29,management,single,tertiary,no,13,yes,no,26
28,blue-collar,married,secondary,no,-42,yes,no,192
34,technician,married,secondary,no,-25,no,no,207
59,management,married,primary,no,2345,yes,no,399
26,blue-collar,single,secondary,no,26,yes,yes,899
39,blue-collar,divorced,secondary,yes,-202,yes,yes,157
31,blue-collar,single,secondary,no,178,yes,no,415
31,technician,single,tertiary,no,699,yes,no,282
47,services,married,secondary,no,1474,yes,no,77
28,admin.,single,secondary,no,154,yes,no,536
28,student,single,tertiary,no,221,yes,no,176
30,admin.,single,secondary,yes,-228,yes,no,101
31,technician,married,tertiary,no,-256,yes,no,272
39,blue-collar,married,secondary,no,1254,yes,no,133
33,blue-collar,single,secondary,no,1211,yes,no,39
32,self-employed,divorced,tertiary,no,3695,yes,no,34
39,blue-collar,single,unknown,no,10,yes,no,23
30,services,single,secondary,no,581,yes,no,267
38,blue-collar,married,secondary,no,1027,yes,no,12
30,technician,single,secondary,no,592,yes,no,353
45,self-employed,married,tertiary,no,-497,yes,yes,217
27,technician,single,tertiary,no,808,yes,no,578
51,housemaid,divorced,primary,no,94,yes,no,77
35,admin.,divorced,secondary,no,534,no,no,669
42,admin.,divorced,secondary,no,-106,yes,no,495
57,admin.,married,secondary,no,-967,yes,no,8
32,blue-collar,single,secondary,no,2597,yes,no,233
28,blue-collar,single,tertiary,no,1372,no,no,48
32,technician,single,secondary,no,-234,yes,no,24
27,management,married,tertiary,no,1531,yes,no,187
43,services,married,secondary,no,68,yes,yes,159
26,unemployed,single,secondary,no,130,yes,no,283
35,housemaid,married,tertiary,no,1265,yes,no,326
32,admin.,single,tertiary,no,1531,yes,no,58
40,blue-collar,married,secondary,no,-450,yes,no,181
37,blue-collar,single,primary,no,851,yes,no,151
31,technician,single,tertiary,no,4561,yes,no,301
26,technician,single,secondary,no,276,yes,no,106
30,blue-collar,single,primary,no,413,yes,no,148
59,blue-collar,divorced,secondary,no,3573,no,no,44
23,services,single,secondary,no,567,yes,yes,358
55,technician,married,tertiary,no,-466,yes,no,901
27,technician,married,secondary,no,317,yes,yes,1286
33,blue-collar,married,primary,no,1138,yes,yes,122
28,admin.,single,secondary,no,7,yes,no,87
26,student,single,tertiary,no,641,yes,no,55
32,blue-collar,single,secondary,no,75,yes,no,127
32,services,married,secondary,no,38,yes,no,744
35,technician,single,secondary,no,705,yes,yes,177
31,blue-collar,married,secondary,no,154,yes,yes,454
28,management,single,secondary,no,703,yes,no,485
48,blue-collar,divorced,secondary,no,501,yes,no,12
31,admin.,divorced,secondary,no,360,no,no,332
31,blue-collar,single,secondary,no,39,yes,no,123
53,blue-collar,single,primary,no,210,yes,no,984
29,blue-collar,married,primary,no,10191,yes,no,282
34,blue-collar,married,primary,no,431,yes,no,514
24,technician,single,secondary,no,246,yes,yes,224
37,blue-collar,married,primary,no,-29,yes,yes,25
34,blue-collar,married,secondary,no,362,yes,no,151
30,technician,single,tertiary,no,1323,yes,no,223
31,admin.,married,secondary,no,685,yes,no,552
43,blue-collar,married,secondary,no,3549,yes,no,7
32,services,single,secondary,no,-341,no,no,339
23,services,single,unknown,no,15,yes,no,76
29,management,single,tertiary,no,499,yes,no,338
49,admin.,married,primary,no,169,yes,no,82
58,technician,married,primary,no,10,yes,no,298
29,admin.,single,secondary,no,710,yes,yes,51
38,blue-collar,single,primary,no,1583,yes,no,386
26,services,single,secondary,no,2047,yes,no,457
42,services,married,secondary,no,9277,yes,no,395
23,blue-collar,single,secondary,no,780,yes,no,416
24,blue-collar,single,primary,no,388,yes,no,193
45,entrepreneur,married,primary,no,5315,yes,yes,262
33,services,married,secondary,no,174,yes,no,45
38,blue-collar,married,primary,no,1099,yes,no,22
26,technician,single,tertiary,no,-67,yes,no,637
39,entrepreneur,married,unknown,no,98,yes,no,59
36,blue-collar,divorced,secondary,no,421,yes,no,34
42,entrepreneur,married,tertiary,no,34,yes,no,272
24,student,single,secondary,no,2,no,no,48
35,technician,single,secondary,no,-89,yes,no,75
56,technician,married,secondary,no,276,yes,no,301
38,technician,single,secondary,no,1270,yes,yes,164
30,blue-collar,married,primary,no,714,yes,no,199
30,technician,married,secondary,no,-206,yes,yes,133
46,blue-collar,married,primary,no,1085,yes,yes,523
27,services,single,secondary,no,-74,yes,no,151
32,services,single,secondary,no,1987,yes,no,36
29,blue-collar,single,primary,no,-24,yes,no,325
39,management,married,primary,no,197,yes,no,193
31,blue-collar,married,primary,no,-365,yes,no,36
31,blue-collar,single,secondary,no,-4,yes,no,110
39,services,married,secondary,no,3165,yes,no,56
23,blue-collar,married,secondary,no,-295,yes,no,411
29,technician,single,secondary,no,213,yes,no,174
33,services,single,secondary,no,450,yes,no,148
28,blue-collar,married,secondary,no,83,yes,no,224
28,blue-collar,single,secondary,no,-545,yes,yes,322
25,student,single,tertiary,no,1433,yes,no,520
44,admin.,divorced,secondary,no,-179,yes,no,333
24,blue-collar,single,secondary,no,3,yes,no,311
30,services,single,secondary,no,-100,yes,yes,292
28,blue-collar,single,secondary,no,-267,yes,no,145
35,admin.,single,tertiary,no,1374,yes,no,319
32,entrepreneur,married,tertiary,no,721,yes,no,128
32,technician,single,tertiary,no,1710,yes,no,439
36,services,married,secondary,no,647,yes,yes,290
34,blue-collar,single,primary,no,4260,yes,no,375
31,admin.,single,secondary,no,1340,no,no,185
25,blue-collar,single,secondary,no,171,yes,no,178
33,blue-collar,married,secondary,no,463,yes,no,27
46,blue-collar,married,secondary,no,51,yes,no,333
28,services,single,secondary,no,221,yes,no,256
43,blue-collar,married,secondary,no,10910,yes,no,66
30,technician,single,unknown,no,878,yes,no,173
35,unemployed,divorced,tertiary,no,8903,yes,no,171
24,self-employed,single,tertiary,no,91,yes,no,134
45,blue-collar,married,primary,no,900,yes,no,26
33,services,single,secondary,no,-198,yes,no,256
58,blue-collar,married,primary,no,781,yes,no,74
37,blue-collar,married,primary,no,508,yes,yes,340
31,admin.,divorced,secondary,no,-254,yes,no,237
34,blue-collar,married,secondary,no,29,yes,no,285
29,blue-collar,married,primary,no,149,yes,no,242
22,student,single,secondary,no,2589,yes,no,239
60,blue-collar,married,primary,no,38,yes,no,109
60,management,single,tertiary,no,560,no,no,730
30,entrepreneur,married,tertiary,no,3037,yes,no,10
35,management,single,tertiary,no,6781,yes,no,19
38,technician,single,secondary,no,553,yes,no,178
58,housemaid,married,primary,no,260,yes,no,71
50,retired,married,primary,no,172,yes,yes,7
32,blue-collar,married,secondary,no,2,yes,no,16
32,services,married,secondary,no,180,yes,no,45
41,management,married,tertiary,no,526,yes,no,229
43,blue-collar,married,unknown,no,285,yes,no,22
24,admin.,single,secondary,no,926,yes,yes,191
28,student,single,tertiary,no,22,yes,no,536
29,services,married,secondary,no,6567,yes,no,792
31,blue-collar,single,secondary,no,184,yes,no,178
55,blue-collar,married,secondary,no,1078,yes,yes,41
47,self-employed,married,unknown,no,14,yes,no,142
35,services,married,secondary,no,2791,yes,no,45
25,technician,married,secondary,no,691,yes,no,333
38,admin.,married,secondary,no,257,yes,no,10
32,blue-collar,married,secondary,no,99,yes,no,166
34,blue-collar,married,secondary,no,2994,yes,no,358
39,blue-collar,married,primary,no,-50,yes,no,100
33,services,married,secondary,no,624,yes,no,423
29,admin.,single,secondary,no,405,yes,no,84
30,services,married,secondary,no,683,yes,no,66
39,entrepreneur,married,secondary,no,2139,yes,no,576
44,blue-collar,married,secondary,no,167,yes,no,79
53,management,divorced,tertiary,no,50,yes,no,669
27,services,married,secondary,no,311,yes,no,50
39,entrepreneur,married,secondary,no,680,yes,no,135
31,student,married,secondary,no,147,yes,no,456
33,management,married,primary,no,142,yes,no,87
32,management,single,tertiary,no,435,yes,yes,676
29,blue-collar,single,primary,no,722,yes,no,78
49,self-employed,married,secondary,no,505,yes,no,354
32,admin.,single,secondary,no,6042,yes,no,183
42,blue-collar,married,secondary,no,505,yes,no,117
55,services,married,primary,no,-747,yes,no,265
49,admin.,divorced,secondary,no,132,yes,no,98
26,technician,single,secondary,no,626,yes,no,412
30,management,single,tertiary,no,1692,yes,no,251
29,blue-collar,married,secondary,no,47,yes,yes,245
54,unemployed,married,secondary,no,582,yes,no,693
29,student,single,tertiary,no,80,yes,no,15
34,admin.,single,secondary,no,6979,yes,no,14
25,blue-collar,single,tertiary,no,1395,yes,no,268
26,services,single,secondary,no,212,yes,no,144
31,blue-collar,single,secondary,no,210,yes,yes,166
51,management,divorced,tertiary,no,-227,yes,no,404
34,management,married,secondary,no,-285,yes,no,192
34,technician,single,secondary,no,194,yes,yes,1015
27,services,single,secondary,no,353,yes,no,663
28,student,single,secondary,no,217,yes,no,238
32,blue-collar,married,primary,no,252,yes,no,52
23,services,married,secondary,no,2211,yes,no,210
42,blue-collar,divorced,secondary,no,198,no,no,133
26,student,single,secondary,no,2138,yes,no,18
39,admin.,married,secondary,no,-650,no,no,123
29,technician,single,tertiary,no,226,yes,no,261
52,blue-collar,married,primary,no,134,yes,no,81
36,admin.,married,secondary,no,1479,no,no,65
28,services,single,secondary,no,341,yes,no,437
37,services,single,secondary,no,1175,yes,no,102
29,blue-collar,married,secondary,no,339,yes,no,63
41,self-employed,married,tertiary,no,6000,yes,no,217
29,management,single,tertiary,no,1388,yes,no,157
32,blue-collar,married,primary,no,2198,no,no,463
39,entrepreneur,married,tertiary,yes,-172,yes,no,562
37,blue-collar,married,primary,no,-212,yes,no,189
30,technician,married,primary,no,95,yes,no,220
39,technician,single,secondary,no,12,yes,no,500
27,blue-collar,single,unknown,no,-15,yes,yes,212
41,admin.,single,secondary,no,2002,yes,no,172
32,services,married,secondary,no,118,yes,no,20
58,blue-collar,married,primary,no,5431,yes,yes,327
41,admin.,divorced,secondary,no,2550,yes,no,894
40,admin.,married,secondary,no,438,yes,no,823
28,blue-collar,married,secondary,no,2257,yes,no,352
21,student,single,secondary,no,126,yes,no,52
31,admin.,married,secondary,no,728,yes,yes,152
30,services,single,tertiary,no,717,yes,yes,116
34,services,single,secondary,no,4062,yes,yes,29
60,retired,divorced,secondary,no,-639,yes,no,585
27,admin.,single,tertiary,no,144,yes,no,95
23,admin.,single,secondary,no,252,yes,no,56
22,admin.,single,secondary,no,118,yes,no,564
28,admin.,single,secondary,no,-215,yes,no,188
25,admin.,single,tertiary,no,1056,yes,no,363
52,blue-collar,married,primary,no,2396,yes,no,48
32,services,married,secondary,no,3268,no,no,147
33,services,divorced,secondary,no,2411,yes,no,360
41,blue-collar,married,secondary,no,49,yes,no,342
28,blue-collar,married,secondary,no,0,yes,no,6
23,student,single,secondary,no,556,yes,no,170
50,admin.,single,primary,no,181,yes,no,119
60,retired,divorced,secondary,no,4974,yes,no,80
